row_id,stage,instance,input_path,input_sha256,arm,K0,timing_rule,timing_threshold,point_rule,envelope_mode,lookahead_mode,process_cap_seconds,required_checkpoints_seconds,acceptable_terminal,executable_sha256,expected_evidence_files,completion_state,run_directory,parent_id,parent_lower,parent_upper,selection_use,strict_certificate,local_parent_exact,honest_cap,seconds,work,nodes,lp_work,partial_mip_work,terminal_mip_work,split_count,initial_interval_count,final_interval_count,lp_jobs,target_mip_jobs,terminal_mip_jobs,peak_memory_gb,lower_bound,verified_upper_bound,relative_gap,failure_reason,directory
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L2__retain,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,reference/qualification_round39/small-hard/round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L2__retain,L2,0.25321139461208148,0.37981709191812218,true,False,True,False,10.8047349,13.429178521203568,119.0,4.610154794974794,0.0,8.819023726228773,0,1,1,9,0,1,0.068569529,1e+100,0.506422789224163,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L2__retain
cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L3__retain,true_counterfactual_development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,reference/qualification_round39/small-hard/round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L3__retain,L3,0.37981709191812218,0.50642278922416295,true,False,True,False,5.7933742,4.941132218428701,1.0,4.081364610556043,0.0,0.8597676078726586,0,1,1,7,0,1,0.062358735,1e+100,0.506422789224163,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4__L3__retain
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L0__retain,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,reference/qualification_round39/small-medium/round39_small_medium_V10_M2_Q20_slot05_seed968549317.txt,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L0__retain,L0,0,0.033903265420673713,true,False,True,False,24.00388,40.19290494856615,1193.0,0.7979110342167497,0.0,39.3949939143494,0,1,1,9,0,1,0.048033686,1e+100,0.13561306168269485,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L0__retain
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L1__retain,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,reference/qualification_round39/small-medium/round39_small_medium_V10_M2_Q20_slot05_seed968549317.txt,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L1__retain,L1,0.033903265420673713,0.067806530841347426,true,False,True,False,23.2108632,35.51500372283184,1507.0,0.8375697811009998,0.0,34.67743394173084,0,1,1,9,0,1,0.052267714,0.1215256536747018,0.1215256536747018,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L1__retain
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L2__retain,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,reference/qualification_round39/small-medium/round39_small_medium_V10_M2_Q20_slot05_seed968549317.txt,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L2__retain,L2,0.067806530841347426,0.10170979626202115,true,False,True,False,7.6976929,10.429560160803224,1307.0,0.789189262186537,0.0,9.640370898616686,0,1,1,9,0,1,0.028531987,0.13251384306390743,0.1286412486488195,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L2__retain
cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L3__retain,true_counterfactual_development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,reference/qualification_round39/small-medium/round39_small_medium_V10_M2_Q20_slot05_seed968549317.txt,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L3__retain,L3,0.10170979626202115,0.13561306168269485,true,False,True,False,4.0062547,3.381861768962981,5.0,0.7683252642793668,0.0,2.6135365046836143,0,1,1,9,0,1,0.027487206,1e+100,0.13561306168269485,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4__L3__retain
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L0__retain,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,reference/qualification_round39/small-medium/round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L0__retain,L0,0,0.012367170653604861,true,False,True,False,17.4050477,26.101266349887155,89.0,3.1792191428721575,0.0,22.922047207014998,0,1,1,9,0,1,0.108602649,1e+100,0.049468682614419446,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L0__retain
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L1__retain,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,reference/qualification_round39/small-medium/round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L1__retain,L1,0.012367170653604861,0.024734341307209723,true,False,True,False,393.782187,880.0379659539757,9551.0,3.239109470256977,0.0,876.7988564837187,0,1,1,9,0,1,0.203116924,0.04500155005562829,0.04500155005562836,1.5419233104925857e-15,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L1__retain
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L2__retain,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,reference/qualification_round39/small-medium/round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L2__retain,L2,0.024734341307209723,0.037101511960814584,true,False,True,False,208.0518902,443.7657025733107,4300.0,3.2731534294983993,0.0,440.4925491438123,0,1,1,9,0,1,0.204572602,0.04602703326343231,0.046027033530220335,5.796333193065814e-09,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L2__retain
cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L3__retain,true_counterfactual_development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,reference/qualification_round39/small-medium/round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L3__retain,L3,0.037101511960814584,0.049468682614419446,true,False,True,False,45.0973575,91.61099247087152,1525.0,2.766725861666526,0.0,88.844266609205,0,1,1,7,0,1,0.114912758,1e+100,0.049468682614419446,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4__L3__retain
cf__high_imbalance_seed3201__k4__L1__retain,true_counterfactual_development,high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,retain,4,gamma-veto,rho_gamma=0.012,retain,all-parent-scope,frontier-d2,3600,300;1200;3600,strict_exact_or_honest_3600s_cap,PENDING_FINAL_COMPLETION_EXECUTABLE_SHA256,command.json;parent_state.json;result.json;global_bound_trace.csv;interval_tree_events.csv;interval_coverage_ledger.csv;parametric_segment_ledger.csv;parametric_breakpoint_ledger.csv;split_point_choice_ledger.csv;artifact_manifest.csv;completion_marker.json,required_pending,completion/runs/cf__high_imbalance_seed3201__k4__L1__retain,L1,0.23749999999999999,0.47499999999999998,true,False,True,False,194.9131478,361.56396014840664,1419.0,4.803388864802846,0.0,356.7605712836038,0,1,1,7,0,1,0.142345375,1e+100,2.4434031919432,0.0,none,E:\codes\ExactEBRP\results\gf_adaptive_timing_parametric_partition_round45\completion\runs\cf__high_imbalance_seed3201__k4__L1__retain
